"Identyfikator Produktu (ID)","Nazwa produktu","Opis","Cena sprzedaży z podatkiem","Cena ostateczna (brutto)","Url produktu","Urls obrazu produktu","Producent","Kod kreskowy EAN-13 lub JAN","Kod produktu"
"10730","Bryczesy damskie Busse Aachen granatowe","Sportowe bryczesy damskie firmy Busse. O maksymalnej swobodzie ruchów w nowoczesnym fasonie. Lekki, odporny na kurz i brud materiał funkcyjny o wysokiej elastyczności zapewniający komfort noszenia. Klasyczny krój ze średnią talią, elastyczny pas. Wygodne","305.00 PLN","186.05 PLN","https://www.pegazshop.pl/bryczesy-damskie-busse-aachen-granatowe-10730.html#/rozmiar-76/kolor-granatowy","http://www.pegazshop.pl/12080/bryczesy-damskie-busse-aachen-granatowe.jpg,http://www.pegazshop.pl/63749/bryczesy-damskie-busse-aachen-granatowe.jpg","Busse","4026107534831","710082.183.043."
"10731","Bryczesy damskie Busse Aachen antracytowe","Sportowe bryczesy damskie firmy Busse. O maksymalnej swobodzie ruchów w nowoczesnym fasonie. Lekki, odporny na kurz i brud materiał funkcyjny o wysokiej elastyczności zapewniający komfort noszenia. Klasyczny krój ze średnią talią, elastyczny pas. Wygodne","305.00 PLN","186.05 PLN","https://www.pegazshop.pl/bryczesy-damskie-busse-aachen-antracytowe-10731.html#/rozmiar-34/kolor-antracytowy","http://www.pegazshop.pl/12081/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12082/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12083/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12084/bryczesy-damskie-busse-aachen-antracytowe.jpg","Busse","4026107534893","710082.Q97.043.-34"
"10731","Bryczesy damskie Busse Aachen antracytowe","Sportowe bryczesy damskie firmy Busse. O maksymalnej swobodzie ruchów w nowoczesnym fasonie. Lekki, odporny na kurz i brud materiał funkcyjny o wysokiej elastyczności zapewniający komfort noszenia. Klasyczny krój ze średnią talią, elastyczny pas. Wygodne","305.00 PLN","186.05 PLN","https://www.pegazshop.pl/bryczesy-damskie-busse-aachen-antracytowe-10731.html#/rozmiar-36/kolor-antracytowy","http://www.pegazshop.pl/12081/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12082/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12083/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12084/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63754/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63755/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63756/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63757/bryczesy-damskie-busse-aachen-antracytowe.jpg","Busse","4026107534893","710082.Q97.043.-34"
"10731","Bryczesy damskie Busse Aachen antracytowe","Sportowe bryczesy damskie firmy Busse. O maksymalnej swobodzie ruchów w nowoczesnym fasonie. Lekki, odporny na kurz i brud materiał funkcyjny o wysokiej elastyczności zapewniający komfort noszenia. Klasyczny krój ze średnią talią, elastyczny pas. Wygodne","305.00 PLN","186.05 PLN","https://www.pegazshop.pl/bryczesy-damskie-busse-aachen-antracytowe-10731.html#/rozmiar-38/kolor-antracytowy","http://www.pegazshop.pl/12081/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12082/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12083/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12084/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63758/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63759/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63760/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63761/bryczesy-damskie-busse-aachen-antracytowe.jpg","Busse","4026107534893","710082.Q97.043.-34"
"10731","Bryczesy damskie Busse Aachen antracytowe","Sportowe bryczesy damskie firmy Busse. O maksymalnej swobodzie ruchów w nowoczesnym fasonie. Lekki, odporny na kurz i brud materiał funkcyjny o wysokiej elastyczności zapewniający komfort noszenia. Klasyczny krój ze średnią talią, elastyczny pas. Wygodne","305.00 PLN","186.05 PLN","https://www.pegazshop.pl/bryczesy-damskie-busse-aachen-antracytowe-10731.html#/rozmiar-72/kolor-antracytowy","http://www.pegazshop.pl/12081/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12082/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12083/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12084/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63762/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63763/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63764/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63765/bryczesy-damskie-busse-aachen-antracytowe.jpg","Busse","4026107534893","710082.Q97.043.-34"
"10731","Bryczesy damskie Busse Aachen antracytowe","Sportowe bryczesy damskie firmy Busse. O maksymalnej swobodzie ruchów w nowoczesnym fasonie. Lekki, odporny na kurz i brud materiał funkcyjny o wysokiej elastyczności zapewniający komfort noszenia. Klasyczny krój ze średnią talią, elastyczny pas. Wygodne","305.00 PLN","186.05 PLN","https://www.pegazshop.pl/bryczesy-damskie-busse-aachen-antracytowe-10731.html#/rozmiar-76/kolor-antracytowy","http://www.pegazshop.pl/12081/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12082/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12083/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/12084/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63766/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63767/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63768/bryczesy-damskie-busse-aachen-antracytowe.jpg,http://www.pegazshop.pl/63769/bryczesy-damskie-busse-aachen-antracytowe.jpg","Busse","4026107534893","710082.Q97.043.-34"
"10799","Nauszniki Eskadron Classic Sports Artwork Navy 2019","Szydełkowe nauszniki z kolekcji Eskadron Classic Sports wiosna-lato 2019. Z uszami wykonanymi z elastycznego materiału. Klasyczne, doskonałe dla każdego konia. Świetnie chroni przed owadami.","135.00 PLN","108.00 PLN","https://www.pegazshop.pl/nauszniki-eskadron-classic-sports-artwork-navy-2019-10799.html#/rozmiar-full/kolor-navy","http://www.pegazshop.pl/18454/nauszniki-eskadron-classic-sports-artwork-navy-2019.jpg,http://www.pegazshop.pl/62340/nauszniki-eskadron-classic-sports-artwork-navy-2019.jpg,http://www.pegazshop.pl/101938/nauszniki-eskadron-classic-sports-artwork-navy-2019.jpg,http://www.pegazshop.pl/101940/nauszniki-eskadron-classic-sports-artwork-navy-2019.jpg","Eskadron","4060795841000","342565385380-W 2019"
"10799","Nauszniki Eskadron Classic Sports Artwork Navy 2019","Szydełkowe nauszniki z kolekcji Eskadron Classic Sports wiosna-lato 2019. Z uszami wykonanymi z elastycznego materiału. Klasyczne, doskonałe dla każdego konia. Świetnie chroni przed owadami.","135.00 PLN","108.00 PLN","https://www.pegazshop.pl/nauszniki-eskadron-classic-sports-artwork-navy-2019-10799.html#/rozmiar-pony/kolor-navy","http://www.pegazshop.pl/18454/nauszniki-eskadron-classic-sports-artwork-navy-2019.jpg,http://www.pegazshop.pl/62340/nauszniki-eskadron-classic-sports-artwork-navy-2019.jpg,http://www.pegazshop.pl/101938/nauszniki-eskadron-classic-sports-artwork-navy-2019.jpg","Eskadron","4060795841000","342565385380-W 2019"
"10812","Derka siatkowa z kołnierzem HKM Lyon biała","Derka siatkowa firmy HKM wykonana w 100% z poliestru. Wyposażona w wiązanie pd ogonem, podszycie w kłębie, zapięcie na klatce piersiowej oraz odpinane pasy krzyżowe.","235.00 PLN","176.25 PLN","https://www.pegazshop.pl/derka-siatkowa-z-kołnierzem-hkm-lyon-biała-10812.html#/rozmiar-155_cm/kolor-biały","http://www.pegazshop.pl/12230/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg","HKM","4057052161216","70761200.0479"
"10812","Derka siatkowa z kołnierzem HKM Lyon biała","Derka siatkowa firmy HKM wykonana w 100% z poliestru. Wyposażona w wiązanie pd ogonem, podszycie w kłębie, zapięcie na klatce piersiowej oraz odpinane pasy krzyżowe.","235.00 PLN","176.25 PLN","https://www.pegazshop.pl/derka-siatkowa-z-kołnierzem-hkm-lyon-biała-10812.html#/rozmiar-125_cm/kolor-biały","http://www.pegazshop.pl/12230/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg,http://www.pegazshop.pl/65803/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg","HKM","4057052161216","70761200.0479"
"10812","Derka siatkowa z kołnierzem HKM Lyon biała","Derka siatkowa firmy HKM wykonana w 100% z poliestru. Wyposażona w wiązanie pd ogonem, podszycie w kłębie, zapięcie na klatce piersiowej oraz odpinane pasy krzyżowe.","235.00 PLN","176.25 PLN","https://www.pegazshop.pl/derka-siatkowa-z-kołnierzem-hkm-lyon-biała-10812.html#/rozmiar-135_cm/kolor-biały","http://www.pegazshop.pl/12230/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg,http://www.pegazshop.pl/65804/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg","HKM","4057052161216","70761200.0479"
"10812","Derka siatkowa z kołnierzem HKM Lyon biała","Derka siatkowa firmy HKM wykonana w 100% z poliestru. Wyposażona w wiązanie pd ogonem, podszycie w kłębie, zapięcie na klatce piersiowej oraz odpinane pasy krzyżowe.","235.00 PLN","176.25 PLN","https://www.pegazshop.pl/derka-siatkowa-z-kołnierzem-hkm-lyon-biała-10812.html#/rozmiar-115_cm/kolor-biały","http://www.pegazshop.pl/12230/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg,http://www.pegazshop.pl/65802/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg","HKM","4057052161216","70761200.0479"
"10812","Derka siatkowa z kołnierzem HKM Lyon biała","Derka siatkowa firmy HKM wykonana w 100% z poliestru. Wyposażona w wiązanie pd ogonem, podszycie w kłębie, zapięcie na klatce piersiowej oraz odpinane pasy krzyżowe.","235.00 PLN","176.25 PLN","https://www.pegazshop.pl/derka-siatkowa-z-kołnierzem-hkm-lyon-biała-10812.html#/rozmiar-145_cm/kolor-biały","http://www.pegazshop.pl/12230/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg,http://www.pegazshop.pl/65805/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg","HKM","4057052161216","70761200.0479"
"10812","Derka siatkowa z kołnierzem HKM Lyon biała","Derka siatkowa firmy HKM wykonana w 100% z poliestru. Wyposażona w wiązanie pd ogonem, podszycie w kłębie, zapięcie na klatce piersiowej oraz odpinane pasy krzyżowe.","235.00 PLN","176.25 PLN","https://www.pegazshop.pl/derka-siatkowa-z-kołnierzem-hkm-lyon-biała-10812.html#/rozmiar-165_cm/kolor-biały","http://www.pegazshop.pl/12230/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg,http://www.pegazshop.pl/65807/derka-siatkowa-z-kołnierzem-hkm-lyon-biała.jpg","HKM","4057052161216","70761200.0479"
"10813","Kurtka damska Pikeur Hella antracytowa","Kurtka wiosenno-jesienna firmy Pikeur, techniczny lekko dziurkowany materiał 3D to zarówno optyczna jak i praktyczna zaleta tej kurtki. Nie posiada ocieplenia. Hella jest lekka, oddychająca, elastyczna.","489.00 PLN","308.07 PLN","https://www.pegazshop.pl/kurtka-damska-pikeur-hella-antracytowa-2019-10813.html#/rozmiar-36/kolor-antracytowy","http://www.pegazshop.pl/19002/kurtka-damska-pikeur-hella-antracytowa-2019.jpg","Pikeur","4060795797499","HELLA 4836/36 2019"
"10813","Kurtka damska Pikeur Hella antracytowa","Kurtka wiosenno-jesienna firmy Pikeur, techniczny lekko dziurkowany materiał 3D to zarówno optyczna jak i praktyczna zaleta tej kurtki. Nie posiada ocieplenia. Hella jest lekka, oddychająca, elastyczna.","489.00 PLN","308.07 PLN","https://www.pegazshop.pl/kurtka-damska-pikeur-hella-antracytowa-2019-10813.html#/rozmiar-34/kolor-antracytowy","http://www.pegazshop.pl/19002/kurtka-damska-pikeur-hella-antracytowa-2019.jpg,http://www.pegazshop.pl/12283/kurtka-damska-pikeur-hella-antracytowa-2019.jpg,http://www.pegazshop.pl/57948/kurtka-damska-pikeur-hella-antracytowa-2019.jpg,http://www.pegazshop.pl/57949/kurtka-damska-pikeur-hella-antracytowa-2019.jpg","Pikeur","4060795797499","HELLA 4836/36 2019"
"10813","Kurtka damska Pikeur Hella antracytowa","Kurtka wiosenno-jesienna firmy Pikeur, techniczny lekko dziurkowany materiał 3D to zarówno optyczna jak i praktyczna zaleta tej kurtki. Nie posiada ocieplenia. Hella jest lekka, oddychająca, elastyczna.","489.00 PLN","308.07 PLN","https://www.pegazshop.pl/kurtka-damska-pikeur-hella-antracytowa-2019-10813.html#/rozmiar-40/kolor-antracytowy","http://www.pegazshop.pl/19002/kurtka-damska-pikeur-hella-antracytowa-2019.jpg,http://www.pegazshop.pl/12283/kurtka-damska-pikeur-hella-antracytowa-2019.jpg,http://www.pegazshop.pl/57954/kurtka-damska-pikeur-hella-antracytowa-2019.jpg,http://www.pegazshop.pl/57955/kurtka-damska-pikeur-hella-antracytowa-2019.jpg","Pikeur","4060795797499","HELLA 4836/36 2019"
"10813","Kurtka damska Pikeur Hella antracytowa","Kurtka wiosenno-jesienna firmy Pikeur, techniczny lekko dziurkowany materiał 3D to zarówno optyczna jak i praktyczna zaleta tej kurtki. Nie posiada ocieplenia. Hella jest lekka, oddychająca, elastyczna.","489.00 PLN","308.07 PLN","https://www.pegazshop.pl/kurtka-damska-pikeur-hella-antracytowa-2019-10813.html#/rozmiar-38/kolor-antracytowy","http://www.pegazshop.pl/19002/kurtka-damska-pikeur-hella-antracytowa-2019.jpg,http://www.pegazshop.pl/12283/kurtka-damska-pikeur-hella-antracytowa-2019.jpg,http://www.pegazshop.pl/57952/kurtka-damska-pikeur-hella-antracytowa-2019.jpg,http://www.pegazshop.pl/57953/kurtka-damska-pikeur-hella-antracytowa-2019.jpg","Pikeur","4060795797499","HELLA 4836/36 2019"
"10824","Rękawiczki dziecięce Horze granatowe","Rękawiczki firmy Horze. Miękkie rękawiczki idealne dla małych rączek, które uczą się trzymać wodze, z silikonowym nadrukiem dla lepszego trzymania.","69.00 PLN","52.50 PLN","https://www.pegazshop.pl/rękawiczki-letnie-horze-granatowe-10824.html#/rozmiar-8/kolor-granatowy","http://www.pegazshop.pl/12348/rękawiczki-letnie-horze-granatowe.jpg","Horze","6438433049343","31703-VDB-8"
"10824","Rękawiczki dziecięce Horze granatowe","Rękawiczki firmy Horze. Miękkie rękawiczki idealne dla małych rączek, które uczą się trzymać wodze, z silikonowym nadrukiem dla lepszego trzymania.","69.00 PLN","52.50 PLN","https://www.pegazshop.pl/rękawiczki-letnie-horze-granatowe-10824.html#/rozmiar-7/kolor-granatowy","http://www.pegazshop.pl/12348/rękawiczki-letnie-horze-granatowe.jpg,http://www.pegazshop.pl/97409/rękawiczki-letnie-horze-granatowe.jpg","Horze","6438433049343","31703-VDB-8"
"10824","Rękawiczki dziecięce Horze granatowe","Rękawiczki firmy Horze. Miękkie rękawiczki idealne dla małych rączek, które uczą się trzymać wodze, z silikonowym nadrukiem dla lepszego trzymania.","69.00 PLN","52.50 PLN","https://www.pegazshop.pl/rękawiczki-letnie-horze-granatowe-10824.html#/rozmiar-9/kolor-granatowy","http://www.pegazshop.pl/12348/rękawiczki-letnie-horze-granatowe.jpg,http://www.pegazshop.pl/97411/rękawiczki-letnie-horze-granatowe.jpg","Horze","6438433049343","31703-VDB-8"
"10824","Rękawiczki dziecięce Horze granatowe","Rękawiczki firmy Horze. Miękkie rękawiczki idealne dla małych rączek, które uczą się trzymać wodze, z silikonowym nadrukiem dla lepszego trzymania.","69.00 PLN","52.50 PLN","https://www.pegazshop.pl/rękawiczki-letnie-horze-granatowe-10824.html#/rozmiar-6/kolor-granatowy","http://www.pegazshop.pl/12348/rękawiczki-letnie-horze-granatowe.jpg,http://www.pegazshop.pl/97408/rękawiczki-letnie-horze-granatowe.jpg","Horze","6438433049343","31703-VDB-8"
"10824","Rękawiczki dziecięce Horze granatowe","Rękawiczki firmy Horze. Miękkie rękawiczki idealne dla małych rączek, które uczą się trzymać wodze, z silikonowym nadrukiem dla lepszego trzymania.","69.00 PLN","48.30 PLN","https://www.pegazshop.pl/rękawiczki-letnie-horze-granatowe-10824.html#/rozmiar-4/kolor-granatowy","http://www.pegazshop.pl/61777/rękawiczki-letnie-horze-granatowe.jpg,http://www.pegazshop.pl/65510/rękawiczki-letnie-horze-granatowe.jpg","Horze","6438433049343","31703-VDB-8"
"10824","Rękawiczki dziecięce Horze granatowe","Rękawiczki firmy Horze. Miękkie rękawiczki idealne dla małych rączek, które uczą się trzymać wodze, z silikonowym nadrukiem dla lepszego trzymania.","69.00 PLN","48.30 PLN","https://www.pegazshop.pl/rękawiczki-letnie-horze-granatowe-10824.html#/rozmiar-5/kolor-granatowy","http://www.pegazshop.pl/61778/rękawiczki-letnie-horze-granatowe.jpg,http://www.pegazshop.pl/65511/rękawiczki-letnie-horze-granatowe.jpg,http://www.pegazshop.pl/97426/rękawiczki-letnie-horze-granatowe.jpg","Horze","6438433049343","31703-VDB-8"
"10824","Rękawiczki dziecięce Horze granatowe","Rękawiczki firmy Horze. Miękkie rękawiczki idealne dla małych rączek, które uczą się trzymać wodze, z silikonowym nadrukiem dla lepszego trzymania.","69.00 PLN","48.30 PLN","https://www.pegazshop.pl/rękawiczki-letnie-horze-granatowe-10824.html#/rozmiar-6/kolor-granatowy","http://www.pegazshop.pl/61779/rękawiczki-letnie-horze-granatowe.jpg,http://www.pegazshop.pl/65512/rękawiczki-letnie-horze-granatowe.jpg,http://www.pegazshop.pl/97427/rękawiczki-letnie-horze-granatowe.jpg","Horze","6438433049343","31703-VDB-8"
"10865","Kurtka damska Pikeur Hella granatowa","Kurtka wiosenno-jesienna firmy Piikeur, techniczny lekko dziurkowany materiał 3D to zarówno optyczna jak i praktyczna zaleta tej kurtki. Nie posiada ocieplenia.Hella jest lekka,oddychająca, elastyczna.","489.00 PLN","366.75 PLN","https://www.pegazshop.pl/kurtka-damska-pikeur-hella-granatowa-2019-10865.html#/rozmiar-34/kolor-granatowy","http://www.pegazshop.pl/19003/kurtka-damska-pikeur-hella-granatowa-2019.jpg","Pikeur","4060795797567","HELLA 4837/34 2019"
"10865","Kurtka damska Pikeur Hella granatowa","Kurtka wiosenno-jesienna firmy Piikeur, techniczny lekko dziurkowany materiał 3D to zarówno optyczna jak i praktyczna zaleta tej kurtki. Nie posiada ocieplenia.Hella jest lekka,oddychająca, elastyczna.","489.00 PLN","366.75 PLN","https://www.pegazshop.pl/kurtka-damska-pikeur-hella-granatowa-2019-10865.html#/rozmiar-38/kolor-granatowy","http://www.pegazshop.pl/19003/kurtka-damska-pikeur-hella-granatowa-2019.jpg,http://www.pegazshop.pl/57958/kurtka-damska-pikeur-hella-granatowa-2019.jpg","Pikeur","4060795797567","HELLA 4837/34 2019"
"10865","Kurtka damska Pikeur Hella granatowa","Kurtka wiosenno-jesienna firmy Piikeur, techniczny lekko dziurkowany materiał 3D to zarówno optyczna jak i praktyczna zaleta tej kurtki. Nie posiada ocieplenia.Hella jest lekka,oddychająca, elastyczna.","489.00 PLN","366.75 PLN","https://www.pegazshop.pl/kurtka-damska-pikeur-hella-granatowa-2019-10865.html#/rozmiar-40/kolor-granatowy","http://www.pegazshop.pl/19003/kurtka-damska-pikeur-hella-granatowa-2019.jpg,http://www.pegazshop.pl/57959/kurtka-damska-pikeur-hella-granatowa-2019.jpg","Pikeur","4060795797567","HELLA 4837/34 2019"
"10865","Kurtka damska Pikeur Hella granatowa","Kurtka wiosenno-jesienna firmy Piikeur, techniczny lekko dziurkowany materiał 3D to zarówno optyczna jak i praktyczna zaleta tej kurtki. Nie posiada ocieplenia.Hella jest lekka,oddychająca, elastyczna.","489.00 PLN","366.75 PLN","https://www.pegazshop.pl/kurtka-damska-pikeur-hella-granatowa-2019-10865.html#/rozmiar-36/kolor-granatowy","http://www.pegazshop.pl/19003/kurtka-damska-pikeur-hella-granatowa-2019.jpg,http://www.pegazshop.pl/57957/kurtka-damska-pikeur-hella-granatowa-2019.jpg","Pikeur","4060795797567","HELLA 4837/34 2019"
"10871","Bryczesy damskie z silikonem Horze Elle białe","Bryczesy jeździeckie ELLE z najnowszej kolekcji HORZE. Klasyczny krój bryczesów doskonale dopasowuje się do ciała z wygodnym średnim stanem. Pełny silikonowy lej pozwala na doskonałą przyczepność w siodle, nogawki spodni zakończone elastycznym ściągaczem.","459.00 PLN","321.30 PLN","https://www.pegazshop.pl/bryczesy-damskie-z-silikonem-horze-elle-białe-10871.html#/rozmiar-34/kolor-biały","http://www.pegazshop.pl/12411/bryczesy-damskie-z-silikonem-horze-elle-białe.jpg","Horze","6438433044980","36622-WH-34"
"10871","Bryczesy damskie z silikonem Horze Elle białe","Bryczesy jeździeckie ELLE z najnowszej kolekcji HORZE. Klasyczny krój bryczesów doskonale dopasowuje się do ciała z wygodnym średnim stanem. Pełny silikonowy lej pozwala na doskonałą przyczepność w siodle, nogawki spodni zakończone elastycznym ściągaczem.","459.00 PLN","321.30 PLN","https://www.pegazshop.pl/bryczesy-damskie-z-silikonem-horze-elle-białe-10871.html#/rozmiar-36/kolor-biały","http://www.pegazshop.pl/12411/bryczesy-damskie-z-silikonem-horze-elle-białe.jpg,http://www.pegazshop.pl/58691/bryczesy-damskie-z-silikonem-horze-elle-białe.jpg","Horze","6438433044980","36622-WH-34"
"10871","Bryczesy damskie z silikonem Horze Elle białe","Bryczesy jeździeckie ELLE z najnowszej kolekcji HORZE. Klasyczny krój bryczesów doskonale dopasowuje się do ciała z wygodnym średnim stanem. Pełny silikonowy lej pozwala na doskonałą przyczepność w siodle, nogawki spodni zakończone elastycznym ściągaczem.","459.00 PLN","321.30 PLN","https://www.pegazshop.pl/bryczesy-damskie-z-silikonem-horze-elle-białe-10871.html#/rozmiar-38/kolor-biały","http://www.pegazshop.pl/12411/bryczesy-damskie-z-silikonem-horze-elle-białe.jpg,http://www.pegazshop.pl/58692/bryczesy-damskie-z-silikonem-horze-elle-białe.jpg","Horze","6438433044980","36622-WH-34"
"10871","Bryczesy damskie z silikonem Horze Elle białe","Bryczesy jeździeckie ELLE z najnowszej kolekcji HORZE. Klasyczny krój bryczesów doskonale dopasowuje się do ciała z wygodnym średnim stanem. Pełny silikonowy lej pozwala na doskonałą przyczepność w siodle, nogawki spodni zakończone elastycznym ściągaczem.","459.00 PLN","321.30 PLN","https://www.pegazshop.pl/bryczesy-damskie-z-silikonem-horze-elle-białe-10871.html#/rozmiar-40/kolor-biały","http://www.pegazshop.pl/12411/bryczesy-damskie-z-silikonem-horze-elle-białe.jpg,http://www.pegazshop.pl/58693/bryczesy-damskie-z-silikonem-horze-elle-białe.jpg","Horze","6438433044980","36622-WH-34"
"10871","Bryczesy damskie z silikonem Horze Elle białe","Bryczesy jeździeckie ELLE z najnowszej kolekcji HORZE. Klasyczny krój bryczesów doskonale dopasowuje się do ciała z wygodnym średnim stanem. Pełny silikonowy lej pozwala na doskonałą przyczepność w siodle, nogawki spodni zakończone elastycznym ściągaczem.","459.00 PLN","321.30 PLN","https://www.pegazshop.pl/bryczesy-damskie-z-silikonem-horze-elle-białe-10871.html#/rozmiar-42/kolor-biały","http://www.pegazshop.pl/12411/bryczesy-damskie-z-silikonem-horze-elle-białe.jpg,http://www.pegazshop.pl/58694/bryczesy-damskie-z-silikonem-horze-elle-białe.jpg","Horze","6438433044980","36622-WH-34"
"10876","Bryczesy damskie z silikonem Horze Emelia bordowe","Bryczesy Emelia firmy Horze. Posiadają średnią talię, pełną przyczepność siedziska. Materiał jest chroniony przed promieniowaniem UV (UPF 50+) Mała kieszeń na suwak po prawej stronie uda. Wyposażone w kieszeń na telefon. Przyciągające wzrok metalowe logo z tyłu.","379.00 PLN","265.30 PLN","https://www.pegazshop.pl/bryczesy-damskie-z-silikonem-horze-emelia-bordowe-10876.html#/rozmiar-38/kolor-bordowy","http://www.pegazshop.pl/12410/bryczesy-damskie-z-silikonem-horze-emelia-bordowe.jpg","Horze","6438433046557","36623-PDRE-38"
"10876","Bryczesy damskie z silikonem Horze Emelia bordowe","Bryczesy Emelia firmy Horze. Posiadają średnią talię, pełną przyczepność siedziska. Materiał jest chroniony przed promieniowaniem UV (UPF 50+) Mała kieszeń na suwak po prawej stronie uda. Wyposażone w kieszeń na telefon. Przyciągające wzrok metalowe logo z tyłu.","379.00 PLN","265.30 PLN","https://www.pegazshop.pl/bryczesy-damskie-z-silikonem-horze-emelia-bordowe-10876.html#/rozmiar-34/kolor-bordowy","http://www.pegazshop.pl/12410/bryczesy-damskie-z-silikonem-horze-emelia-bordowe.jpg,http://www.pegazshop.pl/57168/bryczesy-damskie-z-silikonem-horze-emelia-bordowe.jpg","Horze","6438433046557","36623-PDRE-38"
"10876","Bryczesy damskie z silikonem Horze Emelia bordowe","Bryczesy Emelia firmy Horze. Posiadają średnią talię, pełną przyczepność siedziska. Materiał jest chroniony przed promieniowaniem UV (UPF 50+) Mała kieszeń na suwak po prawej stronie uda. Wyposażone w kieszeń na telefon. Przyciągające wzrok metalowe logo z tyłu.","379.00 PLN","265.30 PLN","https://www.pegazshop.pl/bryczesy-damskie-z-silikonem-horze-emelia-bordowe-10876.html#/rozmiar-36/kolor-bordowy","http://www.pegazshop.pl/12410/bryczesy-damskie-z-silikonem-horze-emelia-bordowe.jpg,http://www.pegazshop.pl/57169/bryczesy-damskie-z-silikonem-horze-emelia-bordowe.jpg","Horze","6438433046557","36623-PDRE-38"
"10877","Bryczesy damskie z silikonem Horze Emelia czarne","Bryczesy Emelia firmy Horze. Posiadają średnią talię, pełną przyczepność siedziska. Materiał jest chroniony przed promieniowaniem UV (UPF 50+) Mała kieszeń na suwak po prawej stronie uda. Wyposażone w kieszeń na telefon. Przyciągające wzrok metalowe logo z tyłu.","379.00 PLN","265.30 PLN","https://www.pegazshop.pl/bryczesy-damskie-z-silikonem-horze-emelia-czarne-10877.html#/rozmiar-40/kolor-czarny","http://www.pegazshop.pl/12409/bryczesy-damskie-z-silikonem-horze-emelia-czarne.jpg","Horze","6438433046502","36623-BL-40"
"10877","Bryczesy damskie z silikonem Horze Emelia czarne","Bryczesy Emelia firmy Horze. Posiadają średnią talię, pełną przyczepność siedziska. Materiał jest chroniony przed promieniowaniem UV (UPF 50+) Mała kieszeń na suwak po prawej stronie uda. Wyposażone w kieszeń na telefon. Przyciągające wzrok metalowe logo z tyłu.","379.00 PLN","265.30 PLN","https://www.pegazshop.pl/bryczesy-damskie-z-silikonem-horze-emelia-czarne-10877.html#/rozmiar-34/kolor-czarny","http://www.pegazshop.pl/12409/bryczesy-damskie-z-silikonem-horze-emelia-czarne.jpg,http://www.pegazshop.pl/57163/bryczesy-damskie-z-silikonem-horze-emelia-czarne.jpg","Horze","6438433046502","36623-BL-40"
