"Identyfikator Produktu (ID)","Nazwa produktu","Opis","Cena sprzedaży z podatkiem","Cena ostateczna (brutto)","Url produktu","Urls obrazu produktu","Category Default Name","Producent","Kod kreskowy EAN-13 lub JAN","Kod produktu","Krótki opis"
"146","Buty gumowe Waldhausen Sparkle różowe z brokatem","Gumowe buty Sparkle firmy Waldhausen idealne dla dzieci i kobiet w deszczowe dni. Wygodne oraz praktyczne. Posiadają elastyczne wstawki oraz antypoślizgową podeszwę. Bardzo łatwe w pielęgnacji. Ozdobione brokatem.","80.00 PLN","68.00 PLN,68.00 PLN,68.00 PLN,68.00 PLN,68.00 PLN","https://www.pegazshop.pl/buty-gumowe-waldhausen-sparkle-różowe-z-brokatem-146.html","http://www.pegazshop.pl/111/buty-gumowe-waldhausen-sparkle-różowe-z-brokatem.jpg,http://www.pegazshop.pl/21532/buty-gumowe-waldhausen-sparkle-różowe-z-brokatem.jpg","Buty gumowe","Waldhausen","4057962025356","6187038-34","Gumowe buty Sparkle firmy Waldhausen idealne dla dzieci i kobiet w deszczowe dni. Wygodne oraz praktyczne. Posiadają elastyczne wstawki oraz antypoślizgową podeszwę. Bardzo łatwe w pielęgnacji. Ozdobione brokatem."
"172","Czapka uszatka Pikeur brązowa","<p>Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta.</p>","119.00 PLN","71.40 PLN,71.40 PLN","https://www.pegazshop.pl/czapka-uszatka-pikeur-brązowa-172.html","http://www.pegazshop.pl/28627/czapka-uszatka-pikeur-brązowa.jpg,http://www.pegazshop.pl/28628/czapka-uszatka-pikeur-brązowa.jpg,http://www.pegazshop.pl/28629/czapka-uszatka-pikeur-brązowa.jpg,http://www.pegazshop.pl/28630/czapka-uszatka-pikeur-brązowa.jpg,http://www.pegazshop.pl/28631/czapka-uszatka-pikeur-brązowa.jpg,http://www.pegazshop.pl/28632/czapka-uszatka-pikeur-brązowa.jpg","Czapki zimowe","Pikeur","4047182549589","00957-FLIEGERMUTZE 1761-55","<p>Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta.</p>"
"173","Czapka uszatka Pikeur ecru","Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta.","119.00 PLN","71.40 PLN,71.40 PLN","https://www.pegazshop.pl/czapka-uszatka-pikeur-ecru-173.html","http://www.pegazshop.pl/28633/czapka-uszatka-pikeur-ecru.jpg,http://www.pegazshop.pl/28634/czapka-uszatka-pikeur-ecru.jpg,http://www.pegazshop.pl/28635/czapka-uszatka-pikeur-ecru.jpg,http://www.pegazshop.pl/28636/czapka-uszatka-pikeur-ecru.jpg,http://www.pegazshop.pl/28637/czapka-uszatka-pikeur-ecru.jpg,http://www.pegazshop.pl/28638/czapka-uszatka-pikeur-ecru.jpg","Czapki zimowe","Pikeur","4047182553159","00958-FLIEGERMUTZE 1760-55","Czapka ""uszatka"" marki Pikeur ocieplona od wewnątrz sztucznym futerkiem. Zapinana pod szyją. Ozdobiona logiem producenta."
"201","Frak męski Pikeur Delgado","Męski frak Delgado firmy Pikeur wykonany z wysokogatunkowego materiału. Zapinany na guziki, posiada dwie kieszenie z klapami i jedną górną po lewej stronie.","999.00 PLN","599.40 PLN","https://www.pegazshop.pl/frak-męski-pikeur-delgado-201.html","http://www.pegazshop.pl/28811/frak-męski-pikeur-delgado.jpg,http://www.pegazshop.pl/28812/frak-męski-pikeur-delgado.jpg","WYPRZEDAŻ","Pikeur","4041362503729","02215-DELGADO 585-48","Męski frak Delgado firmy Pikeur wykonany z wysokogatunkowego materiału. Zapinany na guziki, posiada dwie kieszenie z klapami i jedną górną po lewej stronie."
"206","Frak Pikeur Gotha softshell czarny","Frak damski Gotha z kolekcji Pikeur wiosna-lato 2011. Klasyczny frak stworzony dla kobiet, o świetnym kroju podkreślonym widocznym szyciem. Zapinany na cztery czarne guziki. Wykonany z softshellu przez co jest bardzo wygodny, a jego kolory są praktycznie wieczne. Wyposażony w dwie skośne kieszenie zapinane na zamek błyskawiczny i ozdobę z nazwą Pikeur nad jedną z nich.","1219.00 PLN","914.25 PLN","https://www.pegazshop.pl/frak-pikeur-gotha-softshell-czarny-206.html","http://www.pegazshop.pl/28825/frak-pikeur-gotha-softshell-czarny.jpg,http://www.pegazshop.pl/28826/frak-pikeur-gotha-softshell-czarny.jpg","WYPRZEDAŻ","Pikeur","4047182695415","02229-GOTHA 435-36","Frak damski Gotha z kolekcji Pikeur wiosna-lato 2011. Klasyczny frak stworzony dla kobiet, o świetnym kroju podkreślonym widocznym szyciem. Zapinany na cztery czarne guziki. Wykonany z softshellu przez co jest bardzo wygodny, a jego kolory są praktycznie wieczne. Wyposażony w dwie skośne kieszenie zapinane na zamek błyskawiczny i ozdobę z nazwą Pikeur nad jedną z nich."
"212","Frak Pikeur Sarissa II czarny","Frak damski  Sarissa II z kolekcji Pikeur wiosna-lato 2016. Ten model to bardziej sportowa wersja jego poprzednika. Wykonany z bardzo elastycznego, miękkiego i oddychającego materiału przez co idealnie sprawdza się na parkurze. Ozdobiony podwójnym przeszyciem w kontrastującym kolorze wzdłuż kołnierza i kieszeni. Zapinany na zamek i guziki.","999.00 PLN","699.30 PLN","https://www.pegazshop.pl/frak-pikeur-sarissa-ii-czarny-212.html","http://www.pegazshop.pl/28838/frak-pikeur-sarissa-ii-czarny.jpg,http://www.pegazshop.pl/28839/frak-pikeur-sarissa-ii-czarny.jpg","WYPRZEDAŻ","Pikeur","4055377163977","02240-SARISSA II 2807-34","Frak damski  Sarissa II z kolekcji Pikeur wiosna-lato 2016. Ten model to bardziej sportowa wersja jego poprzednika. Wykonany z bardzo elastycznego, miękkiego i oddychającego materiału przez co idealnie sprawdza się na parkurze. Ozdobiony podwójnym przeszyciem w kontrastującym kolorze wzdłuż kołnierza i kieszeni. Zapinany na zamek i guziki."
"282","Koszulka turniejowa Pikeur","Koszula konkursowa firmy Pikeur. Wykonana z wysokogatunkowego materiału, zapinana na guziki, posiada szlufkę na krawat.","200.63 PLN","126.40 PLN","https://www.pegazshop.pl/koszulka-turniejowa-pikeur-282.html","http://www.pegazshop.pl/29074/koszulka-turniejowa-pikeur.jpg,http://www.pegazshop.pl/29075/koszulka-turniejowa-pikeur.jpg","WYPRZEDAŻ","Pikeur","4041362635130","03393-H-HEMD 700-39","Koszula konkursowa firmy Pikeur. Wykonana z wysokogatunkowego materiału, zapinana na guziki, posiada szlufkę na krawat."
"292","Kurtka Pikeur Lucia czerwona","Kurtka Pikeur Lucia z kolekcji wiosna-lato 2017. Wiosenna, lekka kurtka damska wykonana z wodoodpornej i oddychającej tkaniny. Wykończona stójką z kapturem, zapinana na dwustronny kryty zamek błyskawiczny. Z przodu posiada dwie wygodne, zapinane kieszenie. Dodatkowym atutem są odblaskowe paski oraz napisy Pikeur na piersi i rękawie.","999.00 PLN","649.35 PLN","https://www.pegazshop.pl/kurtka-pikeur-lucia-czerwona-292.html","http://www.pegazshop.pl/29085/kurtka-pikeur-lucia-czerwona.jpg,http://www.pegazshop.pl/29086/kurtka-pikeur-lucia-czerwona.jpg","WYPRZEDAŻ","Pikeur","4055377516711","03463-LUCIA 2600-34","Kurtka Pikeur Lucia z kolekcji wiosna-lato 2017. Wiosenna, lekka kurtka damska wykonana z wodoodpornej i oddychającej tkaniny. Wykończona stójką z kapturem, zapinana na dwustronny kryty zamek błyskawiczny. Z przodu posiada dwie wygodne, zapinane kieszenie. Dodatkowym atutem są odblaskowe paski oraz napisy Pikeur na piersi i rękawie."
"304","Kurtka z kapturem męska Pikeur Eragon szara","Kurtka męska z kapturem. Wypełniona watą 185g. Posiada dwukierunkowy zamek błyskawiczny. Po obu stronach kieszenie z kolorowymi zameczkami. Lekka i jednocześnie ciepła. Po lewej stronie haft z logo Pikeur oraz kolekcyjny emblemat na lewym ramieniu.","849.00 PLN","509.40 PLN","https://www.pegazshop.pl/kurtka-z-kapturem-męska-pikeur-eragon-szara-304.html","http://www.pegazshop.pl/29101/kurtka-z-kapturem-męska-pikeur-eragon-szara.jpg,http://www.pegazshop.pl/29102/kurtka-z-kapturem-męska-pikeur-eragon-szara.jpg,http://www.pegazshop.pl/29103/kurtka-z-kapturem-męska-pikeur-eragon-szara.jpg,http://www.pegazshop.pl/29104/kurtka-z-kapturem-męska-pikeur-eragon-szara.jpg,http://www.pegazshop.pl/29105/kurtka-z-kapturem-męska-pikeur-eragon-szara.jpg,http://www.pegazshop.pl/29106/kurtka-z-kapturem-męska-pikeur-eragon-szara.jpg","WYPRZEDAŻ","Pikeur","4055377239696","03493-ERAGON 1632-M","Kurtka męska z kapturem. Wypełniona watą 185g. Posiada dwukierunkowy zamek błyskawiczny. Po obu stronach kieszenie z kolorowymi zameczkami. Lekka i jednocześnie ciepła. Po lewej stronie haft z logo Pikeur oraz kolekcyjny emblemat na lewym ramieniu."
"428","Polo turniejowe Pikeur szare","Polo turniejowe męskie firmy Pikeur. Wykonane z wysokiej jakości materiału.","245.00 PLN","147.00 PLN","https://www.pegazshop.pl/polo-turniejowe-pikeur-szare-428.html","http://www.pegazshop.pl/29417/polo-turniejowe-pikeur-szare.jpg,http://www.pegazshop.pl/29418/polo-turniejowe-pikeur-szare.jpg","WYPRZEDAŻ","Pikeur","4047182583835","05655-H-TURN.SHIRT 6091-41","Polo turniejowe męskie firmy Pikeur. Wykonane z wysokiej jakości materiału."
"591","Bluza Pikeur Clea antracytowa","Damska bluza Clea marki Pikeur z kolekcji jesień-zima 2017. Wykonana z  przylegającego do ciała polaru, po bokach o prążkowanej strukturze. Idealnie dopasowuje się do kobiecej sylwetki. Polar wykończony stójką oraz kapturem obszytym ściągaczem w pastelowym kolorze, podobnie jak dół bluzy i jej rękawy. Ozdobiony napisem Pikeur na piersi i emblematem z logo na ramieniu.","549.00 PLN","367.83 PLN","https://www.pegazshop.pl/bluza-pikeur-clea-antracytowa-591.html","http://www.pegazshop.pl/19406/bluza-pikeur-clea-antracytowa.jpg,http://www.pegazshop.pl/21813/bluza-pikeur-clea-antracytowa.jpg","WYPRZEDAŻ","Pikeur","4055377779499","CLEA 1651-34","Damska bluza Clea marki Pikeur z kolekcji jesień-zima 2017. Wykonana z  przylegającego do ciała polaru, po bokach o prążkowanej strukturze. Idealnie dopasowuje się do kobiecej sylwetki. Polar wykończony stójką oraz kapturem obszytym ściągaczem w pastelowym kolorze, podobnie jak dół bluzy i jej rękawy. Ozdobiony napisem Pikeur na piersi i emblematem z logo na ramieniu."
"637","Kurtka Pikeur Melvin antracytowy","Kurtka Pikeur Melvin z kolekcji jesień-zima 2017. Model stworzony dla mężczyzn, wykonany z lekkiego, ale ciepłego materiału. Kurtka zapinana na dwukierunkowy zamek, wyposażona w elastyczne ściągacze na dole i przy mankietach. Podszyta kontrastującą podszewką. Posiada kołnierz na stójce. Elementami estetycznymi są dwie kieszonki z przodu i jedna na prawym ramieniu zapinane na suwak oraz logo Pikeur na lewym.","799.00 PLN","532.65 PLN,535.33 PLN","https://www.pegazshop.pl/kurtka-pikeur-melvin-antracytowy-637.html","http://www.pegazshop.pl/696/kurtka-pikeur-melvin-antracytowy.jpg,http://www.pegazshop.pl/21850/kurtka-pikeur-melvin-antracytowy.jpg","WYPRZEDAŻ","Pikeur","4055377777044","MELVIN 1449-50","Kurtka Pikeur Melvin z kolekcji jesień-zima 2017. Model stworzony dla mężczyzn, wykonany z lekkiego, ale ciepłego materiału. Kurtka zapinana na dwukierunkowy zamek, wyposażona w elastyczne ściągacze na dole i przy mankietach. Podszyta kontrastującą podszewką. Posiada kołnierz na stójce. Elementami estetycznymi są dwie kieszonki z przodu i jedna na prawym ramieniu zapinane na suwak oraz logo Pikeur na lewym."
"645","Kurtka HKM Highland granatowa","Kurtka jeździecka męska Highland firmy HKM. Wykonana z materiału oddychającego, ochraniającego od wiatru. Wyposażona w dwie zewnętrzne kieszenie zapinane na zamek, dwie kieszenie wewnętrzne oraz stojący kołnierzy- stójka. Wykonana z nylonu i poliestru.","379.00 PLN","246.35 PLN,246.35 PLN,246.35 PLN","https://www.pegazshop.pl/kurtka-hkm-highland-granatowa-645.html","http://www.pegazshop.pl/701/kurtka-hkm-highland-granatowa.jpg","WYPRZEDAŻ","HKM","4057052165047","87266900.0592","Kurtka jeździecka męska Highland firmy HKM. Wykonana z materiału oddychającego, ochraniającego od wiatru. Wyposażona w dwie zewnętrzne kieszenie zapinane na zamek, dwie kieszenie wewnętrzne oraz stojący kołnierzy- stójka. Wykonana z nylonu i poliestru."
"650","Bezrękawnik HKM Performance czerwony","Bezrękawnik Performance firmy HKM. Ciepła kamizelka doskonała na chłodne dni wykonana z oddychającego i plamoodpornego materiału. Kamizelka posiada wcięcie w tali, została zaopatrzona w dwie przednie kieszenie zapinane na zamek, kieszeń wewnętrzną oraz ka","199.00 PLN","129.35 PLN,129.35 PLN,129.35 PLN","https://www.pegazshop.pl/bezrękawnik-hkm-performance-czerwony-650.html","http://www.pegazshop.pl/707/bezrękawnik-hkm-performance-czerwony.jpg,http://www.pegazshop.pl/708/bezrękawnik-hkm-performance-czerwony.jpg","WYPRZEDAŻ","HKM","4057052165993","87453000.0631","Bezrękawnik Performance firmy HKM. Ciepła kamizelka doskonała na chłodne dni wykonana z oddychającego i plamoodpornego materiału. Kamizelka posiada wcięcie w tali, została zaopatrzona w dwie przednie kieszenie zapinane na zamek, kieszeń wewnętrzną oraz ka"
"651","Kurtka HKM Ashley granatowa","Kurtka firmy HKM Ashley.

Wykonana z wysokiej jakości materiałów, nie przepuszczająca wiatru.
Zapewnia komfort termiczny nawet przy bardzo niskich temperaturach.
Posiada elastyczne wstawki po bokach.
Wyposażona w odpinany kaptur.
Skład: 100% poliest","266.00 PLN","172.90 PLN,172.90 PLN,172.90 PLN,172.90 PLN,172.90 PLN,172.90 PLN","https://www.pegazshop.pl/kurtka-hkm-ashley-granatowa-651.html","http://www.pegazshop.pl/709/kurtka-hkm-ashley-granatowa.jpg","WYPRZEDAŻ","HKM","4057052142451","92166900.0630","Kurtka firmy HKM Ashley.

Wykonana z wysokiej jakości materiałów, nie przepuszczająca wiatru.
Zapewnia komfort termiczny nawet przy bardzo niskich temperaturach.
Posiada elastyczne wstawki po bokach.
Wyposażona w odpinany kaptur.
Skład: 100% poliest"
"721","Bryczesy HKM Astrid Grip oliwkowo-czarny","Bryczesy Astrid firmy HKM. Wykonane z wysokiej jakości, oddychającego oraz rozciągliwego materiału, w tym 68% bawełny. Posiada kieszenie z przodu i z tyłu oraz pełen lej silikonowy, który zapewnia bardzo dobrą przyczepność do siodła.","302.00 PLN","211.40 PLN,211.40 PLN,211.40 PLN,211.40 PLN","https://www.pegazshop.pl/bryczesy-hkm-astrid-grip-oliwkowy-czarny-721.html","http://www.pegazshop.pl/32081/bryczesy-hkm-astrid-grip-oliwkowy-czarny.jpg,http://www.pegazshop.pl/32082/bryczesy-hkm-astrid-grip-oliwkowy-czarny.jpg,http://www.pegazshop.pl/32083/bryczesy-hkm-astrid-grip-oliwkowy-czarny.jpg,http://www.pegazshop.pl/32084/bryczesy-hkm-astrid-grip-oliwkowy-czarny.jpg,http://www.pegazshop.pl/32085/bryczesy-hkm-astrid-grip-oliwkowy-czarny.jpg","Bryczesy damskie","HKM","4057052298257","107575791.0516","Bryczesy Astrid firmy HKM. Wykonane z wysokiej jakości, oddychającego oraz rozciągliwego materiału, w tym 68% bawełny. Posiada kieszenie z przodu i z tyłu oraz pełen lej silikonowy, który zapewnia bardzo dobrą przyczepność do siodła."
"740","Polo damskie Pikeur Franka łososiowe 2018","Damska koszulka polo Franka z kolekcji Pikeur wiosna-lato 2018. Polo z krótkimi rękawkami wykończonymi ściągaczami oraz ozdobnymi falbankami. Zapinana na szare napy.  Dodatkowo ozdobiona napisem Pikeur Sports na piersi.","265.00 PLN","185.50 PLN,185.50 PLN","https://www.pegazshop.pl/polo-damskie-pikeur-franka-łososiowe-2018-740.html","http://www.pegazshop.pl/813/polo-damskie-pikeur-franka-łososiowe-2018.jpg,http://www.pegazshop.pl/21902/polo-damskie-pikeur-franka-łososiowe-2018.jpg","WYPRZEDAŻ","Pikeur","4055377894574","FRANKA 3142-36","Damska koszulka polo Franka z kolekcji Pikeur wiosna-lato 2018. Polo z krótkimi rękawkami wykończonymi ściągaczami oraz ozdobnymi falbankami. Zapinana na szare napy.  Dodatkowo ozdobiona napisem Pikeur Sports na piersi."
"764","Kurtka Pikeur Marisca niebieska 2018","Kurtka firmy Pikuer. Pikowana w modny wzór, kieszenie zapinane na suwak, na biodrach i rękawach posiada ściągacz.","649.00 PLN","486.75 PLN","https://www.pegazshop.pl/kurtka-pikeur-marisca-niebieska-2018-764.html","http://www.pegazshop.pl/841/kurtka-pikeur-marisca-niebieska-2018.jpg,http://www.pegazshop.pl/21915/kurtka-pikeur-marisca-niebieska-2018.jpg","WYPRZEDAŻ","Pikeur","4055377880355","MARISCA 4715-36","Kurtka firmy Pikuer. Pikowana w modny wzór, kieszenie zapinane na suwak, na biodrach i rękawach posiada ściągacz."
"765","Kurtka Pikeur Marisca granatowa 2018","Kurtka firmy Pikuer. Pikowana w modny wzór, kieszenie zapinane na suwak, na biodrach i rękawach posiada ściągacz.","649.00 PLN","421.85 PLN","https://www.pegazshop.pl/kurtka-pikeur-marisca-granatowa-2018-765.html","http://www.pegazshop.pl/842/kurtka-pikeur-marisca-granatowa-2018.jpg,http://www.pegazshop.pl/21916/kurtka-pikeur-marisca-granatowa-2018.jpg","WYPRZEDAŻ","Pikeur","4060795013261","MARISCA 2341-38","Kurtka firmy Pikuer. Pikowana w modny wzór, kieszenie zapinane na suwak, na biodrach i rękawach posiada ściągacz."
