"Identyfikator Produktu (ID)";"Nazwa produktu";"Kod referencyjny kombinacji";"Kod kreskowy EAN-13 lub JAN kombinacji";"Ilość";"Attribute KOLOR";"Attribute ROZMIAR"
"4483";"Popręg neoprenowy Kavalkade Memory brązowy";"142031250300";"4055114034997";"3";"brązowy";"125 cm"
"4483";"Popręg neoprenowy Kavalkade Memory brązowy";"142031400300";"4055114035024";"1";"brązowy";"140 cm"
"4483";"Popręg neoprenowy Kavalkade Memory brązowy";"142031450300";"5901646943759";"1";"brązowy";"145 cm"
"4488";"Popręg z fartuchem Kavalkade Soft n' Safe czarny";"360131350200";"4055114016511";"1";"czarny";"135 cm"
"4488";"Popręg z fartuchem Kavalkade Soft n' Safe czarny";"360131300200";"4055114016498";"1";"czarny";"130 cm"
"4488";"Popręg z fartuchem Kavalkade Soft n' Safe czarny";"360131200200";"4055114016450";"1";"czarny";"120 cm"
"4488";"Popręg z fartuchem Kavalkade Soft n' Safe czarny";"360131250200";"4055114016474";"0";"czarny";"125 cm"
"4488";"Popręg z fartuchem Kavalkade Soft n' Safe czarny";"360131400200";"4055114016535";"0";"czarny";"140 cm"
"4488";"Popręg z fartuchem Kavalkade Soft n' Safe czarny";"360131150200";"4055114016436";"1";"czarny";"115 cm"
"4489";"Popręg skórzany Kavalkade Dekor czarny";"143211450202";"4055114033136";"1";"czarny";"145 cm"
"4489";"Popręg skórzany Kavalkade Dekor czarny";"143211300202";"4055114033105";"2";"czarny";"130 cm"
"4489";"Popręg skórzany Kavalkade Dekor czarny";"143211350202";"4055114033112";"4";"czarny";"135 cm"
"4489";"Popręg skórzany Kavalkade Dekor czarny";"143211150202";"4055114033075";"1";"czarny";"115 cm"
"4489";"Popręg skórzany Kavalkade Dekor czarny";"143211250202";"4055114033099";"0";"czarny";"125 cm"
"4489";"Popręg skórzany Kavalkade Dekor czarny";"143211400202";"4055114033129";"1";"czarny";"140 cm"
"4489";"Popręg skórzany Kavalkade Dekor czarny";"143211200202";"4055114033082";"1";"czarny";"120 cm"
"4490";"Popręg z fartuchem Kavalkade Soft n' Safe brązowy";"360131350300";"4055114016528";"0";"brązowy";"135 cm"
"4490";"Popręg z fartuchem Kavalkade Soft n' Safe brązowy";"360131250300";"4055114016481";"0";"brązowy";"125 cm"
"4490";"Popręg z fartuchem Kavalkade Soft n' Safe brązowy";"360131300300";"4055114016504";"0";"brązowy";"130 cm"
"4490";"Popręg z fartuchem Kavalkade Soft n' Safe brązowy";"360131200300";"4055114016467";"1";"brązowy";"120 cm"
"4491";"Popręg skórzany Kavalkade czarny";"143011350200";"4055114003863";"3";"czarny";"135 cm"
"4491";"Popręg skórzany Kavalkade czarny";"143011150200";"4055114013954";"0";"czarny";"115 cm"
"4491";"Popręg skórzany Kavalkade czarny";"143011300200";"4055114003849";"1";"czarny";"130 cm"
"4491";"Popręg skórzany Kavalkade czarny";"143011400200";"4055114003887";"1";"czarny";"140 cm"
"4491";"Popręg skórzany Kavalkade czarny";"143011250200";"4055114003825";"1";"czarny";"125 cm"
"4491";"Popręg skórzany Kavalkade czarny";"143011200200";"4055114003801";"0";"czarny";"120 cm"
"4491";"Popręg skórzany Kavalkade czarny";"143011000200";"4055114013947";"1";"czarny";"110 cm"
"4493";"Popręg skórzany ujeżdżeniowy Kavalkade Comfort czarny";"143120800200";"4055114017631";"0";"czarny";"80 cm"
"4493";"Popręg skórzany ujeżdżeniowy Kavalkade Comfort czarny";"143120550200";"4055114017587";"0";"czarny";"55 cm"
"4493";"Popręg skórzany ujeżdżeniowy Kavalkade Comfort czarny";"143120750200";"4055114017624";"1";"czarny";"75 cm"
"4493";"Popręg skórzany ujeżdżeniowy Kavalkade Comfort czarny";"143120850200";"4055114017648";"1";"czarny";"85 cm"
"4493";"Popręg skórzany ujeżdżeniowy Kavalkade Comfort czarny";"143120900200";"4055114017655";"1";"czarny";"90 cm"
"4493";"Popręg skórzany ujeżdżeniowy Kavalkade Comfort czarny";"143120500200";"4055114017570";"1";"czarny";"50 cm"
"4493";"Popręg skórzany ujeżdżeniowy Kavalkade Comfort czarny";"143120600200";"4055114017594";"1";"czarny";"60 cm"
"4493";"Popręg skórzany ujeżdżeniowy Kavalkade Comfort czarny";"143120700200";"4055114017617";"3";"czarny";"70 cm"
"4493";"Popręg skórzany ujeżdżeniowy Kavalkade Comfort czarny";"143120650200";"4055114017600";"2";"czarny";"65 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111050200";"4055114035253";"1";"czarny";"105 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111200200";"4055114016313";"0";"czarny";"120 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111150200";"4055114016290";"1";"czarny";"115 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143110950200";"4055114035239";"1";"czarny";"95 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111400200";"4055114016399";"0";"czarny";"140 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111350200";"4055114016375";"4";"czarny";"135 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111100200";"4055114035260";"1";"czarny";"110 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111500200";"4055114035277";"1";"czarny";"150 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111000200";"4055114035246";"0";"czarny";"100 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111250200";"4055114016337";"2";"czarny";"125 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111300200";"4055114016351";"2";"czarny";"130 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111150300";"4055114016306";"1";"brązowy";"115 cm"
"4494";"Popręg skórzany Kavalkade Comfort czarny";"143111450200";"4055114016412";"1";"czarny";"145 cm"
"4495";"Popręg skórzany Kavalkade Comfort brązowy";"143111350300";"4055114016382";"0";"brązowy";"135 cm"
"4495";"Popręg skórzany Kavalkade Comfort brązowy";"143111250300";"4055114016344";"1";"brązowy";"125 cm"
"4495";"Popręg skórzany Kavalkade Comfort brązowy";"143111300300";"4055114016368";"1";"brązowy";"130 cm"
"4495";"Popręg skórzany Kavalkade Comfort brązowy";"143110950300";"4055114035284";"1";"brązowy";"95 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-80";"5901646920118";"0";"czarny";"80 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-70";"5901646920095";"13";"czarny";"70 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-55";"5901646920064";"0";"czarny";"55 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-60";"5901646920071";"0";"czarny";"60 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-125";"5901646927377";"1";"czarny";"125 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-110";"5901646929975";"0";"czarny";"110 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-95";"5901646920149";"0";"czarny";"95 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-100";"5901646929951";"0";"czarny";"100 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-85";"5901646920125";"4";"czarny";"85 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-115";"5901646929982";"3";"czarny";"115 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-120";"5901646927360";"0";"czarny";"120 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-105";"5901646929968";"1";"czarny";"105 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-90";"5901646920132";"0";"czarny";"90 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-165";"5901646920057";"0";"czarny";"165 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-140";"5901646920002";"1";"czarny";"140 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-155";"5901646920033";"0";"czarny";"155 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-160";"5901646920040";"0";"czarny";"160 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-145";"5901646920019";"2";"czarny";"145 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-150";"5901646920026";"2";"czarny";"150 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-135";"5901646927391";"5";"czarny";"135 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-75";"5901646920101";"18";"czarny";"75 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-130";"5901646927384";"2";"czarny";"130 cm"
"4496";"Popręg syntetyczny skokowy prosty Parkur Burton czarny";"12340-CZ-65";"5901646920088";"5";"czarny";"65 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-55";"5901646927773";"0";"czarny";"55 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-85";"5901646927834";"1";"czarny";"85 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-100";"5901646927629";"2";"czarny";"100 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-70";"5901646927803";"0";"czarny";"70 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-60";"5901646927780";"0";"czarny";"60 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-75";"5901646927810";"0";"czarny";"75 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-105";"5901646927636";"1";"czarny";"105 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-90";"5901646927841";"0";"czarny";"90 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-65";"5901646927797";"0";"czarny";"65 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-80";"5901646927827";"5";"czarny";"80 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-95";"5901646927858";"1";"czarny";"95 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-140";"5901646927704";"4";"czarny";"140 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-155";"5901646927735";"0";"czarny";"155 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-145";"5901646927711";"0";"czarny";"145 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-115";"5901646927650";"14";"czarny";"115 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-130";"5901646927681";"0";"czarny";"130 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-120";"5901646927667";"9";"czarny";"120 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-135";"5901646927698";"11";"czarny";"135 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-150";"5901646927728";"1";"czarny";"150 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-125";"5901646927674";"1";"czarny";"125 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-165";"5901646927766";"0";"czarny";"165 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-110";"5901646927643";"19";"czarny";"110 cm"
"4497";"Popręg skórzany skokowy profilowany Parkur Caleb czarny";"12067-CZ-160";"5901646927759";"0";"czarny";"160 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-85";"5901646927605";"1";"brązowy";"85 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-60";"5901646927551";"0";"brązowy";"60 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-75";"5901646927582";"0";"brązowy";"75 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-90";"5901646927612";"2";"brązowy";"90 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-130";"5901646927469";"4";"brązowy";"130 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-145";"5901646927490";"0";"brązowy";"145 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-105";"5901646927414";"4";"brązowy";"105 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-120";"5901646927445";"2";"brązowy";"120 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-110";"5901646927421";"2";"brązowy";"110 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-125";"5901646927452";"2";"brązowy";"125 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-140";"5901646927483";"1";"brązowy";"140 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-100";"5901646927407";"0";"brązowy";"100 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-115";"5901646927438";"7";"brązowy";"115 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-150";"5901646927506";"0";"brązowy";"150 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-165";"5901646927537";"0";"brązowy";"165 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-155";"5901646927513";"0";"brązowy";"155 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-135";"5901646927476";"2";"brązowy";"135 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-160";"5901646927520";"0";"brązowy";"160 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-55";"5901646927544";"0";"brązowy";"55 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-65";"5901646927568";"0";"brązowy";"65 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-80";"5901646927599";"3";"brązowy";"80 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-95";"5901646930612";"3";"brązowy";"95 cm"
"4498";"Popręg skórzany skokowy profilowany Parkur Caleb brązowy";"12067-BR-70";"5901646927575";"0";"brązowy";"70 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-60";"5901646920538";"0";"czarny";"60 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-65";"5901646920545";"0";"czarny";"65 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-55";"5901646920521";"0";"czarny";"55 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-70";"5901646920552";"0";"czarny";"70 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-120";"5901646920422";"0";"czarny";"120 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-125";"5901646920439";"0";"czarny";"125 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-115";"5901646920415";"1";"czarny";"115 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-145";"5901646920477";"4";"czarny";"145 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-160";"5901646920507";"0";"czarny";"160 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-150";"5901646920484";"1";"czarny";"150 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-165";"5901646920514";"0";"czarny";"165 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-135";"5901646920453";"0";"czarny";"135 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-140";"5901646920460";"3";"czarny";"140 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-100";"5901646920385";"1";"czarny";"100 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-105";"5901646920392";"0";"czarny";"105 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-110";"5901646920408";"1";"czarny";"110 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-130";"5901646920446";"5";"czarny";"130 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-155";"5901646920491";"0";"czarny";"155 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-80";"5901646920576";"0";"czarny";"80 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-85";"5901646920583";"0";"czarny";"85 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-90";"5901646920590";"0";"czarny";"90 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-95";"5901646920606";"1";"czarny";"95 cm"
"4499";"Popręg skórzany skokowy profilowany Parkur Casper czarny";"12404-CZ-75";"5901646920569";"0";"czarny";"75 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-60";"5901646920309";"0";"brązowy";"60 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-65";"5901646920316";"0";"brązowy";"65 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-55";"5901646920293";"0";"brązowy";"55 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-75";"5901646920330";"0";"brązowy";"75 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-110";"5901646920170";"5";"brązowy";"110 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-90";"5901646920361";"0";"brązowy";"90 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-115";"5901646920187";"1";"brązowy";"115 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-105";"5901646920163";"0";"brązowy";"105 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-70";"5901646920323";"0";"brązowy";"70 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-85";"5901646920354";"0";"brązowy";"85 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-100";"5901646920156";"6";"brązowy";"100 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-125";"5901646920200";"2";"brązowy";"125 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-155";"5901646920262";"0";"brązowy";"155 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-140";"5901646920231";"2";"brązowy";"140 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-145";"5901646920248";"5";"brązowy";"145 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-130";"5901646920217";"7";"brązowy";"130 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-160";"5901646920279";"0";"brązowy";"160 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-120";"5901646920194";"0";"brązowy";"120 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-165";"5901646920286";"0";"brązowy";"165 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-150";"5901646920255";"0";"brązowy";"150 cm"
"4500";"Popręg skórzany skokowy profilowany Parkur Casper brązowy";"12404-BR-135";"5901646920224";"1";"brązowy";"135 cm"
